tweet,text_cl,text_lm,sentiment
"@albertleefizz ERP software, thats not a simple business! I have had a course at school, wasnt my favourite subject  But a nice job!",user erp software that is not a simple business i have had a course at school was not my favourite subject but a nice job,user erp software not simple business course school not favourite subject nice job,0
Going crazy over the biggest dilemma I have ever faced in my life so far. ,going crazy over the biggest dilemma i have ever faced in my life so far,going crazy biggest dilemma ever faced life far,0
I need to relocate to the west coast.. This weather here is killin me!!! ,i need to relocate to the west coast this weather here is killin me,need relocate west coast weather killin,0
revision..  dam the mtv awards...twilight awards ! woop,revision dam the mtv awards twilight awards woop,revision dam mtv award twilight award woop,0
Ah just another day of english lit revision ,ah just another day of english lit revision,ah another day english lit revision,0
Lummy. Yoghurt on the stair carpet too.   I'm resigning,lummy yoghurt on the stair carpet too i am resigning,lummy yoghurt stair carpet resigning,0
jealous of EVERYONE that's @ bamboozle this weekend !! ,jealous of everyone that is user bamboozle this weekend,jealous everyone user bamboozle weekend,0
@SlowWolf  Unfortunately they've not managed to find a stable method of bottling up luck yet.,user unfortunately they have not managed to find a stable method of bottling up luck yet,user unfortunately not managed find stable method bottling luck yet,0
Interview went ok I think. Don't find out until next week if I get the house tho ,interview went ok i think do not find out until next week if i get the house tho,interview went ok think not find next week get house tho,0
patrick dempsey = at ROADHOUSE tonight... the one time i dont have to work ,patrick dempsey at roadhouse tonight the one time i do not have to work,patrick dempsey roadhouse tonight one time not work,0
working = my life. ,working my life,working life,0
@ethemanstone  Welcome to twitter   How is inkwell going?  I missed going to pint night last night ,user welcome to twitter how is inkwell going i missed going to pint night last night,user welcome twitter inkwell going missed going pint night last night,0
So I planned on going out tonight for a few drinks.....Then remembered my credit card expired today and the banks are closed ,so i planned on going out tonight for a few drinks then remembered my credit card expired today and the banks are closed,planned going tonight drink remembered credit card expired today bank closed,0
I NEED A JOOOOB!!! any suggestions???? ,i need a job any suggestions,need job suggestion,0
is anyone know how to cure a bad big bruise on my calf in only 3 days ?? i actually need to wear my gown on sunday.. ,is anyone know how to cure a bad big bruise on my calf in only days i actually need to wear my gown on sunday,anyone know cure bad big bruise calf day actually need wear gown sunday,0
missed church again ,missed church again,missed church,0
Can't believe I'll miss senorita's bday celeb ,can not believe i will miss senorita s birthday celeb,not believe miss senorita birthday celeb,0
On my way to church. Yipeee ,on my way to church yip,way church yip,0
Man my voice gave out 3 hrs earlier than planned! Damnit! Bout to wrap it up and call it a night ,man my voice gave out hrs earlier than planned damnit bout to wrap it up and call it a night,man voice gave hr earlier planned damnit bout wrap call night,0
"@dray_ozonemag lol, Good Morning 2 u 2 man I feel u, I can't do power naps, I jus don't get sleep lol went to bed at 1 and got up at 5 ",user good morning you man i feel you i can not do power naps i jus do not get sleep went to bed at and got up at,user good morning man feel not power nap jus not get sleep went bed got,0
is going to bed...gonna hang out with Tonya for her B~DAY 2morro!!! Wishes Maddie's arm was better! ,is going to bed going to hang out with tonya for her b day morro wishes maddie s arm was better,going bed going hang tonya day morro wish maddie arm better,0
Back To Work I Go... Seriously Need Sum Breakfast First ,back to work i go seriously need sum breakfast first,back work go seriously need sum breakfast first,0
"The trophy on his hands feels so wrong.    There's no rolling on clay, no biting, no Spanish anthem. *whines*",the trophy on his hands feels so wrong there is no rolling on clay no biting no spanish anthem whines,trophy hand feel wrong no rolling clay no biting no spanish anthem whine,0
Throbbing headache and in desperate need of seeing my baby!  Meh.,throbbing headache and in desperate need of seeing my baby meh,throbbing headache desperate need seeing baby meh,0
I don't feel well ,i do not feel well,not feel well,0
The pool is just not fun without Tim in it... ,the pool is just not fun without tim in it,pool not fun without tim,0
It needs to rain ,it needs to rain,need rain,0
"@patrickteoh Oh dear, so it is true  This is tragic, shall pray for her",user dear so it is true this is tragic shall pray for her,user dear true tragic shall pray,0
Is really sad because its raining at the weekend ,is really sad because it is raining at the weekend,really sad raining weekend,0
Doing AP homework. Sighhhh. MY BAG  nakakainis naman!,doing ap homework sigh my bag nakakainis naman,ap homework sigh bag nakakainis naman,0
feeling a bit sad and lonely right now ,feeling a bit sad and lonely right now,feeling sad lonely right,0
I work till 5 too! ,i work till too,work till,0
"@pricelessrock hi! Unfortunately, we won't  We missed the registration deadline (FAIL) we will be out this summer! We'll list on our blog.",user hi unfortunately we will not we missed the registration deadline fail we will be out this summer we will list on our blog,user hi unfortunately not missed registration deadline fail summer list blog,0
woke up at 9. just waiting for my dad to come home from sacramento. I haven't seen him since Tuesday night  i miss him dearly.,woke up at just waiting for my dad to come home from sacramento i have not seen him since tuesday night i miss him dearly,woke waiting dad come home sacramento not seen since tuesday night miss dearly,0
"Day 5, http://tinyurl.com/ncukfe I don't think Thermal physics went very well today ",day url i do not think thermal physics went very well today,day url not think thermal physic went well today,0
@dulcecandy87 I saw that too! I'd be terrified if my dog fell in the pool and couldn't swim like that! ,user i saw that too i would be terrified if my dog fell in the pool and could not swim like that,user saw terrified dog fell pool not swim like,0
